alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,fiducial,time,idx,parameterization
1.3322545289993286,0.1107087954878807,-1.3881957530975342,339.0029602050781,337.8471984863281,112.73590850830078,0.6365053653717041,54.39189910888672,31.974254608154297,63.093833923339844,31.989526748657227,5.091926097869873,0.040829673409461975,13,se3_log_map
1.342991590499878,0.10769651085138321,-1.385218620300293,340.22027587890625,340.98992919921875,124.58008575439453,0.5830514430999756,49.51945114135742,24.82701301574707,55.394554138183594,24.83584976196289,4.337352752685547,0.04008837603032589,13,se3_log_map
1.3489561080932617,0.10739787667989731,-1.388418197631836,331.18182373046875,342.8981018066406,127.92241668701172,0.5257957577705383,47.791011810302734,16.45553207397461,50.54468536376953,16.461498260498047,3.870595932006836,0.03988748975098133,13,se3_log_map
1.348688006401062,0.10233687609434128,-1.3882848024368286,333.3187561035156,345.8466796875,125.59038543701172,0.5485039353370667,45.8796272277832,16.71938705444336,48.83111572265625,16.72502326965332,3.5705668926239014,0.03924760688096285,13,se3_log_map
1.347335696220398,0.0977492406964302,-1.3851819038391113,339.17498779296875,346.181396484375,125.44794464111328,0.5890134572982788,44.32948303222656,21.013809204101562,49.05795669555664,21.019763946533203,3.607065439224243,0.03888609539717436,13,se3_log_map
1.3455891609191895,0.09309716522693634,-1.3819308280944824,344.17340087890625,346.60321044921875,124.60393524169922,0.5758635401725769,43.027679443359375,25.377460479736328,49.95394515991211,25.384021759033203,3.701406240463257,0.038863807916641235,13,se3_log_map
1.3442357778549194,0.08807256072759628,-1.3816581964492798,346.2566833496094,347.5896911621094,123.09261322021484,0.5773952007293701,41.767120361328125,27.434223175048828,49.97127914428711,27.441242218017578,3.7276620864868164,0.03854879271239042,13,se3_log_map
1.340621829032898,0.0843779519200325,-1.3813881874084473,347.4690856933594,348.5411682128906,119.40034484863281,0.5768388509750366,41.947383880615234,29.79872703552246,51.45431900024414,29.806987762451172,3.898451089859009,0.039291854947805405,13,se3_log_map
1.338828444480896,0.08092788606882095,-1.3832933902740479,346.7724914550781,348.7920227050781,118.56714630126953,0.5870778560638428,41.7402458190918,29.55595588684082,51.144920349121094,29.564258575439453,3.8873658180236816,0.04062699340283871,13,se3_log_map
1.3358403444290161,0.07902494817972183,-1.3864139318466187,343.9429016113281,349.2335205078125,116.72721099853516,0.5955443978309631,42.663780212402344,28.173534393310547,51.126766204833984,28.181867599487305,3.8718674182891846,0.040092586539685726,13,se3_log_map
1.3364510536193848,0.07933972030878067,-1.3881933689117432,341.1375427246094,349.4415283203125,117.58406066894531,0.6144460439682007,42.65202331542969,25.46680450439453,49.67648696899414,25.47429656982422,3.717658758163452,0.039903038181364536,13,se3_log_map
1.339687705039978,0.07957102358341217,-1.3892828226089478,338.761474609375,349.6246337890625,121.31497192382812,0.6523576974868774,41.50539016723633,21.394744873046875,46.69510269165039,21.40083122253418,3.4300951957702637,0.039935153909027576,13,se3_log_map
1.341698408126831,0.07876897603273392,-1.388415813446045,337.5935974121094,349.8240966796875,123.30961608886719,0.6272273659706116,40.38136291503906,19.33413314819336,44.77123260498047,19.339351654052734,3.2607882022857666,0.040182311087846756,13,se3_log_map
1.341701865196228,0.07817372679710388,-1.3869000673294067,336.255126953125,349.83416748046875,122.45918273925781,0.6288112998008728,40.06352233886719,18.753345489501953,44.23543930053711,18.758325576782227,3.222728729248047,0.040018098428845406,13,se3_log_map
1.3414870500564575,0.07659485191106796,-1.3840996026992798,337.5187683105469,350.1352233886719,121.5546646118164,0.6487981677055359,39.471370697021484,20.158092498779297,44.32085418701172,20.163230895996094,3.2785897254943848,0.04065662529319525,13,se3_log_map
1.3428432941436768,0.07399992644786835,-1.3811233043670654,340.37042236328125,350.263427734375,122.28426361083984,0.639676570892334,37.9887809753418,22.01418113708496,43.90639877319336,22.019390106201172,3.3050472736358643,0.04023973271250725,13,se3_log_map
1.3437044620513916,0.0718207135796547,-1.3802076578140259,340.38677978515625,350.2019958496094,121.81822204589844,0.6446526050567627,36.98524856567383,22.279781341552734,43.17750930786133,22.28478240966797,3.2653167247772217,0.04092156235128641,13,se3_log_map
1.3432879447937012,0.06995818018913269,-1.3799326419830322,338.8230285644531,350.1323547363281,120.17253112792969,0.6249849796295166,36.666202545166016,21.974672317504883,42.746891021728516,21.979467391967773,3.228304386138916,0.04038573056459427,13,se3_log_map
1.3449432849884033,0.06899629533290863,-1.378751277923584,336.8522033691406,350.3040466308594,120.65188598632812,0.6256519556045532,35.64217758178711,20.161890029907227,40.94956588745117,20.166000366210938,3.073443651199341,0.04114226624369621,13,se3_log_map
1.3484119176864624,0.06767454743385315,-1.377256989479065,335.5115051269531,350.6496276855469,123.02134704589844,0.6522530913352966,33.73017120361328,17.62596893310547,38.05784225463867,17.629287719726562,2.839434862136841,0.04095566272735596,13,se3_log_map
1.3532295227050781,0.06573769450187683,-1.37507963180542,335.59381103515625,351.091552734375,126.77603912353516,0.6240317821502686,31.06243133544922,15.666681289672852,34.789649963378906,15.669193267822266,2.5867955684661865,0.0413501150906086,13,se3_log_map
1.3564035892486572,0.06390159577131271,-1.373146653175354,335.44012451171875,351.37884521484375,128.60882568359375,0.6031923294067383,29.160194396972656,14.770734786987305,32.68778991699219,14.772788047790527,2.424365282058716,0.04125174134969711,13,se3_log_map
1.3587937355041504,0.062387511134147644,-1.3709948062896729,335.1642150878906,351.5893249511719,129.6750030517578,0.5965792536735535,27.707714080810547,14.15053939819336,31.111980438232422,14.15225601196289,2.302429437637329,0.040721744298934937,13,se3_log_map
1.3600419759750366,0.06116224080324173,-1.3686118125915527,334.9126892089844,351.6859130859375,129.5975799560547,0.6001642942428589,26.872758865356445,13.911895751953125,30.260305404663086,13.913453102111816,2.2436375617980957,0.04155042301863432,13,se3_log_map
1.36043381690979,0.06005009263753891,-1.366167426109314,334.72314453125,351.72698974609375,128.538330078125,0.6131255030632019,26.5018253326416,14.051414489746094,29.996484756469727,14.053022384643555,2.235696315765381,0.041991678066551685,13,se3_log_map
1.3601887226104736,0.059186678379774094,-1.363755464553833,334.2637023925781,351.68682861328125,126.69537353515625,0.6484146118164062,26.53809928894043,14.401772499084473,30.19407081604004,14.403475761413574,2.256305456161499,0.042423052713274956,13,se3_log_map
